Headline,Datetime
פועל נפצע קשה בנפילה מגובה במהלך שיפוצים בתל אביב,2024-08-30T08:36:43
"צה""ל: עקב תקיפת משגרים בדרום לבנון רקטה חצתה לישראל והתפוצצה בשטח פתוח",2024-08-30T00:19:48
"ארה""ב: אונ' סן פרנסיסקו הסירה השקעות מחברות ביטחוניות בגלל קשריהן לישראל",2024-08-29T23:41:27
"אחרי האזעקות בצפון, דיווחים בלבנון על תקיפות בדרום המדינה",2024-08-29T23:10:33
אזעקה בגליל המערבי - באזור המרוחק מהגבול,2024-08-29T22:51:24
"דיווח ערבי: כוחות צה""ל עוזבים את מחנה הפליטים שליד טול כרם, אחרי יומיים",2024-08-29T21:29:24
"צה""ל: תקפנו חמושים שהשתלטו על שיירה הומניטרית ברפיח",2024-08-29T20:58:13
"היועמ""שית על מינוי אודליה מינס ליו""ר הרשות השנייה: ""נעשה בהיעדר סמכות""",2024-08-29T20:50:50
"סקר של ה""וול סטריט ג'ורנל"": האריס מובילה על טראמפ במרוץ לנשיאות",2024-08-29T20:42:46
"דיווח: בלינקן תמך במתקפת המנע של ישראל, גלנט ואוסטין שוחחו במהלכה",2024-08-29T20:30:12
"ברזיל: ביהמ""ש הורה על חסימת חשבונות הבנק של סטארלינק, בשל סכסוך עם מאסק",2024-08-29T20:20:17
"3 פצועים בתאונת דרכים בחיפה, בהם אחד במצב קשה",2024-08-29T20:14:29
ג'קי צ'אן העניק לאסף יסעור את מדליית הזהב בטאקוונדו,2024-08-29T20:06:20
גרמניה: נחזור לגרש פושעים מורשעים אפגנים בחזרה למולדתם,2024-08-30T08:34:55
"יועץ של טראמפ מאיים על בריטניה, בצל כוונותיה להטיל אמברגו נשק על ישראל",2024-08-29T20:03:35
"אסף יסעור אחרי הזכייה בזהב: ""אין מאושר ממני, תודה לעם ישראל שתמך""",2024-08-29T20:00:55
"ישראל לארה""ב: הירי על רכב של האו""ם בעזה - כתוצאה מ""כשל תקשורתי""",2024-08-29T19:49:41
"הרצוג בירך את יסעור על זכייתו בזהב: ""אסף - מדינה שלמה מתרגשת איתך""",2024-08-29T19:30:16
לוחם הטאקוונדו אסף יסעור גבר על היריב הטורקי - וזכה במדליית זהב,2024-08-29T19:26:25
"ארה""ב תמכור להולנד סוללות ""פטריוט"" בשווי 224 מיליון דולר",2024-08-29T19:20:03
"משרד האוצר יעביר למולדובה 700 אש""ח כדי שתעזור לחסידי ברסלב להגיע לאומן",2024-08-29T19:09:34
"גבר נפגע באירוע אלימות בטייבה, מצבו קשה",2024-08-29T19:00:11
עכשיוזלנסקי קרא למדינות המערב: תנו לנו לתקוף בסיסים של רוסיה בעומק,
"עכשיובכיר בחמאס: ""הפגישות בדוחא נכשלו, המו""מ לקראת קריסה""",
"צה""ל: השריפה ליד חניתה - בשל ירי מלפני שלושה ימים",2024-08-29T16:04:44
"גלנט שוחח עם שרת ההגנה של צ'כיה: ""דנו בפרויקטים משותפים ובמצב במזה""ת""",2024-08-29T16:02:26
"סבא""א: איראן ממשיכה להעשיר אורניום, ולא משתפת פעולה עם האו""ם",2024-08-29T15:52:30
"השר כ""ץ פרסם תמונה של חמינאי כתמנון: ""איראן מקימה חזית טרור מול ישראל""",2024-08-29T15:40:35
"""חופשי בארצנו"": ההפגנות במוצ""ש בקפלן יחזרו להתמקד במהפכה המשפטית",2024-08-29T15:38:40
"קדחת מערב הנילוס: יתושות המאובחנות עם הנגיף נלכדו בנתב""ג ובעוד אזורים",2024-08-29T15:33:59
"בנגלדש: עלה ל-1,000 מניין ההרוגים במהומות במדינה",2024-08-29T15:25:00
"הירי לגליל המערבי: שריפה פרצה ביער ליד חניתה, הושגה שליטה על האש",2024-08-29T15:01:14
"יו""ר ארגון המורים הכריז על שביתה בתיכונים: ""מורים לא יהפכו לעובדי קבלן""",2024-08-29T14:55:43
"דיווח: מטוס F-16 אוקראיני התרסק במתקפה הרוסית השבוע, טייס בכיר נהרג",2024-08-29T14:44:38
"מקרון וסטרמר נועדו בפריז: ""קוראים להפסקת אש מיידית""",2024-08-29T14:38:51
"מלך ירדן: ""צריך להגיע להפסקת אש ביו""ש ובעזה, לא נהפוך לזירת קרב""",2024-08-29T14:36:25
"רמטכ""ל אוקראינה: ""המצב בחזית קשה, משתמשים בשיטות 'לא רגילות' להגנה""",2024-08-29T14:31:40
"בת 68 נפגעה מאוטובוס באור עקיבא, מצבה קשה",2024-08-29T14:24:16
דיווחים: תקיפות ארטילריה בדרום לבנון. חיזבאללה לקח אחריות על ירי לישראל,2024-08-29T14:22:29
"3 פצמ""רים התפוצצו בנחל ליד מטולה, אין נפגעים",2024-08-29T14:20:44
"עכשיותאונת ה""פגע וברח"" בבני ברק: נתפסו 2 חשודים שנמלטו מהזירה",
אוקראינה: ילד נהרג בהפצצה רוסית שפגעה בגן ילדין בחרקוב,2024-08-30T12:59:46
"עכשיוצה""ל השלים תרגיל העלאת כשירות בגליל המזרחי, שדימה מעבר משגרה לחירום",
עכשיואוקראינה: ילד נהרג בהפצצה רוסית שפגעה בגן ילדין בחרקוב,
"עכשיוקיש הזמין את רן ארז ל""ישיבה דחופה"": ""אין אפשרות להשלים עם שביתה""",
"גבר נפגע במהלך עבודות שיפוצים ליד חיפה, מצבו קשה",2024-08-29T14:18:10
"גלנט: ""נוסיף אמצעי מיגון בדרום ובצפון לקראת פתיחת שנת הלימודים""",2024-08-29T14:12:42
"סמוטריץ' על איומי השביתה: ""מפציר במורים - תפתחו את שנת הלימודים""",2024-08-29T14:05:00
"מנהיג החות'ים בתימן: ""נמשכות ההכנות לתגובה נגד ישראל, התזמון יפתיע""",2024-08-29T13:53:50
עכשיודיווח בלבנון: תקיפות ארטילריה בדרום המדינה,
"צה""ל הודיע על סיום המבצע במחנה הפליטים פארעה, שארך כ-30 שעות",2024-08-29T13:47:14
נקבע מותה של האישה שנורתה בנצרת,2024-08-29T13:41:34
אזעקות בגליל המערבי,2024-08-29T13:38:07
עכשיוהקבינט יתכנס ביום ראשון בירושלים,
הפלסטינים: עשרות חמושים הסגירו את עצמם מחשש לפעולה צבאית בשומרון,2024-08-29T13:37:03
"אישה נורתה ברכב בנצרת, מצבה אנוש. הרקע כנראה פלילי",2024-08-29T13:27:46
דיווחים בלבנון: ירי ארטילרי לדרום המדינה,2024-08-29T13:23:29
"הירי לגליל העליון: 3 רקטות התפוצצו בשטחים פתוחים, אין נפגעים",2024-08-29T13:18:24
המשפחות החליטו: הטקס ל-7/10 לא יתקיים במקביל לשידור הטקס הממשלתי,2024-08-29T13:15:35
עכשיוארגון הבריאות העולמי: 1.2 מיליון מנות חיסון נגד פוליו הועברו לעזה,
עכשיוהוארך ב-4 ימים מעצר הגנן החשוד בהתעללות בפעוטות בגן בתל אביב,
עכשיופועל נפצע קשה בנפילה מגובה במהלך שיפוצים בתל אביב,
אירוויזיון 2025: נחשפה העיר בשווייץ שתארח את תחרות השירה,2024-08-30T08:13:30
"גורם ישראלי לערוץ איראני: ""הפעולה בצפון השומרון תימשך ללא תאריך סיום""",2024-08-29T13:06:59
"המבצע בג'נין וטול כרם: 12 מחבלים חוסלו, שני לוחמים נפצעו בינוני וקל",2024-08-29T13:00:00
"צה""ל: חטיבת רפיח של חמאס מוטטה. 80% מהמנהרות בפילדלפי הושמדו",2024-08-29T13:00:00
"עכשיומשרדי האוצר, הכלכלה והחקלאות: מחירי הדבש יוזלו לקראת החגים",
"5 חשודים נעצרו באשדוד בעקבות ירי שאירע הלילה, הרקע פלילי",2024-08-29T12:43:48
"נשיא איראן: ""שואפים להימנע ממתיחות, אם ייכפה עלינו משהו - נשנה גישה""",2024-08-29T12:13:32
אזעקה בגליל העליון,2024-08-29T12:10:56
המשחקים הפראלימפיים: מורן סמואל עלתה בקלות לגמר לגמר תחרות החתירה,2024-08-30T07:53:41
עכשיוהמשחקים הפראלימפיים: מורן סמואל עלתה בקלות לגמר לגמר תחרות החתירה,
"ליברמן על הפרסום ב-ynet: ""כל האחראים למחדל 7/10 חייבים ללכת הביתה""",2024-08-30T07:36:55
עשרות מחבלים חוסלו ברפיח ביממה האחרונה ו-30 מטרות טרור הותקפו ברצועה,2024-08-30T06:38:29
נעצרו גנן וגננת בחשד להתעללות בפעוטות בגן בתל אביב,2024-08-30T05:13:33
"הפלסטינים: מספר ההרוגים במבצע ביו""ש עלה ל-17",2024-08-29T11:36:18
האזעקה בגליל העליון - שווא,2024-08-29T11:25:16
דיווחים בלבנון: ישראל שברה את מחסום הקול מעל ביירות ותקפה בדרום המדינה,2024-08-29T11:11:27
"דיווח סעודי: התקדמות בסוגיות במו""מ, ציר פילדלפי עדיין בליבת המחלוקת",2024-08-29T11:06:32
איראן: הרוג ופצועים בעקבות דליפת גז במתקן של משמרות המהפכה באספהאן,2024-08-28T23:19:39
רוכב אופנוע נהרג בתל אביב,2024-08-28T22:25:43
"צה""ל: תחקיר הירי ברכב האו""ם נמשך, ""פועלים לשיפור התיאום מול ארגוני הסיוע""",2024-08-28T21:48:50
"מאות מלווים למנוחות את רס""ר (מיל') יוחאי חי גלאם, שנהרג במרכז הרצועה",2024-08-28T21:16:54
גופותיהם של גבר ואישה אותרו בדירה בפתח תקווה,2024-08-28T20:50:54
"לשכת רה""מ: נתניהו מעריך את רגב, שזה עשור מובילה את הטקסים הממלכתיים",2024-08-28T20:37:30
"בעיות בהתחברות לאתר Reddit, התקלה בבדיקה",2024-08-28T20:33:20
"צרפת: נפתחה חקירה רשמית נגד מייסד טלגרם, נאסר עליו לצאת מהמדינה",2024-08-28T20:26:27
"בשל עבודות: נחסמה היציאה מכביש 1 למזרח במחלף גנות, עד השעה 5:00",2024-08-28T20:12:13
גלודקנופף לנתניהו: תומך בהצעת סטרוק לאסור על הצלב האדום לבקר מחבלים,2024-08-28T19:31:12
אישום בטרור נגד האלג'יראי שפוצץ 2 כלי רכב ליד בית כנסת בצרפת,2024-08-28T19:23:04
"רחפן של חיזבאללה נפל בקיבוץ דן שבגליל העליון, אין נפגעים",2024-08-28T19:06:36
החות'ים ינצרו את האש ויאפשרו לגרור את מכלית הנפט שנפגעה בים האדום,2024-08-28T18:57:51
"מתפ""ש: 216 משאיות עם סיוע הומניטרי הועברו היום לעזה",2024-08-28T18:47:21
"בעקבות הירי ברכב של האו""ם: תוכנית המזון העולמית עצרה את פעילותה בעזה",2024-08-28T18:36:12
עצור ראשון בהפגנה נגד אריתריאים בתל אביב,2024-08-28T18:26:54
"האו""ם: רכב עם סיוע הומניטרי נפגע מאש צה""ל בעזה, ללא נפגעים",2024-08-28T17:45:09
"עשרות בהפגנה נגד אריתריאים בת""א, עימותים במקום: ""יאללה הביתה""",2024-08-28T17:29:02
בן שנתיים במצב אנוש לאחר שנפל לבור ביישוב בנגב,2024-08-28T17:22:15
זלנסקי ונתניהו שוחחו על המצב במזרח התיכון,2024-08-28T17:16:25
אישה נפצעה קשה בתאונה בין 2 כלי רכב ליד שדה יואב,2024-08-28T17:11:38
"מטה המשפחות: ""אין להם זמן לחכות לחילוצים - החזרתם תתאפשר רק בעסקה""",2024-08-28T17:07:14
"נתניהו לאחר חילוץ גופת החייל: ""נעשה כל מאמץ להשיב את חטופינו""",2024-08-28T17:03:08
"גלנט על חילוץ גופת החייל מעזה: ""הוכחה נוספת למחויבות להשבת כל החטופים""",2024-08-28T17:00:32
"צה""ל: חולצה מעזה גופת חייל שנפל ב-7/10; משפחתו ביקשה לא לפרסם את שמו",2024-08-28T16:54:20
בשל תרגיל: קולות ירי ונפץ יישמעו באזור מעבר חשמונאים על כביש 446,2024-08-28T16:49:18
הקבינט המדיני-ביטחוני יתכנס מחר,2024-08-28T16:46:50
"אלה בן עמי שאביה בעזה: ""רה""מ - ציר פילדלפי חשוב מהחיים של אבא שלי?""",2024-08-28T16:29:50
"נכדתו של החטוף אלכס דנציג ז""ל: ""ביבי, תהיה בן אדם. אתה אחראי על כל אזרח""",2024-08-28T16:20:37
"עכשיונכדתו של החטוף אלכס דנציג ז""ל: ""ביבי, תהיה בן אדם. אתה אחראי על כל אזרח""",
אזעקות בקריית שמונה ובמנרה,2024-08-28T16:18:50
"צה""ל: תקפנו בלבנון תשתיות, עמדות תצפית ומחבלים של חיזבאללה",2024-08-28T16:06:55
"נתניהו ללוחמי גולני בצפון: ""זה לא סוף פסוק - עד שנחזיר את התושבים""",2024-08-28T15:56:50
"הולך רגל נהרג מפגיעת אופנוע ליד טייבה, הרוכב נפצע קשה",2024-08-28T15:53:17
"ארה""ב הטילה סנקציות על רבש""ץ יצהר ועל ארגון מיו""ש",2024-08-28T15:43:30
"ר""מ לבנון בירך על חידוש מנדט יוניפי""ל: ""הכרחי לשמירה על היציבות""",2024-08-28T15:31:26
"דיווח: מטוס קרב לא מזוהה התרסק בסוריה, הטייס ניצל",2024-08-28T15:20:40
"הותר לפרסום: רס""ר (מיל') יוחאי חי גלאם, לוחם בגדס""ר 6310, נהרג במרכז הרצועה",2024-08-28T14:58:15
"תחקיר צה""ל על הפרעות בג'ית: ""אירוע טרור חמור של ישראלים, כשלנו בהגנה""",2024-08-28T14:54:03
בית המשפט המחוזי דחה עתירה לעיכוב מינויו של סגן-ניצב מאיר סוויסה,2024-08-28T14:43:27
"האזעקות בקריית שמונה והסביבה: רקטה אחת שוגרה, ונפלה באזור צוק מנרה",2024-08-28T14:35:52
נוטרל מטען חבלה שהוטמן בחניון תת-קרקעי בנתניה,2024-08-28T14:30:28
"סגן ראש ה-CIA: ""ישראל מראה רצינות במו""מ, מנהיג חמאס יצטרך להשיב""",2024-08-28T14:20:40
"מועצת הביטחון של האו""ם: תוארך בשנה פעילות כוח שמירת השלום בלבנון",2024-08-28T14:15:33
"הרמטכ""ל לראשי רשויות בבקעה: ""מחזקים את הביטחון, כיתות הכוננות חשובות""",2024-08-28T14:08:51
"בכיר ב-CIA: ""רוסיה תפתח במתקפת נגד בקורסק, קייב תנסה לשמור על השטחים""",2024-08-28T14:02:40
אזעקות בקריית שמונה והאזור,2024-08-28T13:53:58
"רכב נשרף בכביש 1 ליד מחלף שורש, שיבושי תנועה במקום",2024-08-28T13:47:42
"ח""כ סעדה לנתניהו: ""תודיע עוד היום על קיום הטקס במתכונת שהציע עידן עמדי""",2024-08-28T13:44:00
"מעצר בעלי ""טלגרם"" בצרפת: ""תמה חקירתו הראשונית, יועבר לשופט חוקר""",2024-08-28T13:38:02
"צה""ל: בפעילות במחנה נור א-שמס נגרם נזק לא מכוון לצינור מים",2024-08-28T13:27:41
נתניהו ביקר בגבול הצפון,2024-08-28T13:20:11
"מאות משתתפים בהלווייתו של סמ""ר עמית פרידמן ביהוד",2024-08-28T13:08:36
כצפוי: בנק ישראל הותיר את הריבית על 4.5% - בפעם ה-6 ברציפות,2024-08-28T13:03:29
דיווח על תקיפה בדרום לבנון,2024-08-28T12:58:55
"ש""ס מוותרת על ""חוק הרבנים"", רבני ערים ייבחרו לפי הנוהל הישן",2024-08-28T12:57:37
בן 17 מכפר קאסם נעצר בחשד שתקף את אחותו הקטנה,2024-08-28T12:52:08
"פרחאן קאדי: ""לכל חטוף יש משפחה שמחכה לו - צריך לשים לזה סוף""",2024-08-28T12:44:51
"צה""ל מאשר: חוסל פעיל מרכזי בג'יהאד האיסלאמי בגבול סוריה-לבנון",2024-08-28T12:40:12
"גלנט וסמוטריץ' לחיילי מילואים בגבול עזה: ""נקצה 400 מיליון שקל לקרן הסיוע""",2024-08-28T12:34:37
"צה""ל תקף בעומק לבנון",2024-08-28T12:12:47
חיזבאללה הודיע על הרוג משורותיו,2024-08-28T12:04:23
"שר העבודה: ""דחיית סבסוד המעונות ב-3 חודשים - מצג שווא שיעמיק את הבעיה""",2024-08-28T11:56:33
עיתון יהודי-בריטי טוען: סינוואר הקיף את עצמו ב-22 חטופים חיים כהגנה מפני חיסול,2024-08-28T11:45:52
"צה""ל: הושמדה מנהרה התקפית באורך 3 ק""מ במרכז הרצועה",2024-08-28T11:30:03
דיווחים בלבנון על תקיפות ישראליות בדרום המדינה,2024-08-28T11:25:51
"הרמטכ""ל ואלוף פיקוד דרום נפגשו עם תושבי נחל עוז: ""תתפטרו מיד""",2024-08-28T11:24:06
"הקב""נית שכינתה את הציונות הדתית ""כת אוכלי מוות"" הודחה גם משירות מילואים",2024-08-28T11:13:46
יום אחרי החילוץ ממנהרה בדרום הרצועה: פרחאן קאדי שוחרר מבית החולים,2024-08-28T11:07:58
ביידן אישר את הקמת המזח הצף מול עזה על אף התנגדות פנימית בממשלו,2024-08-28T10:40:45
משפחות חטופים יוצאות בשיירה לגבול הרצועה,2024-08-28T10:26:05
"רוסיה דחתה דבריו של זלנסקי על הפסקת המלחמה: ""נמשיך במבצע הצבאי המיוחד""",2024-08-28T10:15:44
"חשד: התחזה למשווק בשמים של נועה קירל, והטריד ילדות ברשת",2024-08-28T09:48:49
דיווח: 3 מחבלים מהג'יהאד האיסלאמי ופעיל חיזבאללה חוסלו בגבול סוריה-לבנון,2024-08-28T09:33:08
"צה""ל: בניגוד לדיווחים פלסטיניים כוחותינו לא נכנסו לבתי חולים",2024-08-28T08:55:15
דיווח: 4 פעילי חיזבאללה נהרגו בתקיפת הרכב בגבול סוריה-לבנון,2024-08-28T08:49:47
"פעוט שתה חומר רעיל בביתו בירושלים, מצבו קשה",2024-08-28T08:44:53
"צה""ל: כלי טיס תקפו במבצע בשומרון ובבקעה, מחבלים חוסלו ומטענים הושמדו",2024-08-28T08:42:18
"צוותי מו""מ בדרגי עבודה נפגשו בקטאר להמשך השיחות",2024-08-28T08:36:08
"תפקיד חדש בצה""ל: אל""ם גורן מונה לתפקיד ראש המאמץ ההומניטרי-אזרחי ברצועה",2024-08-28T08:06:00
"ניסוי מבוקר של רפאל יתקיים בקריות, רעש עשוי להישמע באזור",2024-08-28T07:33:21
משרד הבריאות של חמאס: 58 הרוגים ברצועה ביממה האחרונה,2024-08-28T07:27:56
"כ-100 משפחות חטופים לרגב: ""שקלי את קיום הטקס, אל תשתמשי בתמונות קרובינו""",2024-08-28T07:19:40
"דיווח: כטב""ם ישראלי תקף כלי רכב בגבול סוריה-לבנון",2024-08-28T07:12:15
"הפלסטינים: צה""ל הודיע על כוונתו לפשוט על בית החולים בג'נין",2024-08-28T06:46:52
"אחיו של פרחאן שחולץ מהשבי: ""לא ידע מתי יום ומתי לילה, יצטרך זמן לעכל""",2024-08-28T06:41:14
"פועל נפל מגובה בגליל התחתון, מצבו קשה",2024-08-28T06:27:15
"נמיביה חסמה כלי שיט מלעגון בשטחה, בשל חשש שהוא נושא מטען צבאי לישראל",2024-08-28T06:19:09
"השר כ""ץ קרא לפנות תושבים פלסטינים ביו""ש כמו בעזה: ""לטפל באיום בכל צעד שיידרש""",2024-08-28T05:59:39
בדיקות צופרים של פיקוד העורף יתקיימו היום בשפלה,2024-08-28T05:10:17
"המבצע בשומרון ובבקעה יימשך ימים, עיקר הפעילות באזור שממנו יצא הפיגוע לת""א",2024-08-28T04:55:27
"רוסיה: יירטנו הלילה 12 כטב""מים ששיגרה אוקראינה",2024-08-28T04:38:33
הפלסטינים: לפחות 10 חוסלו במבצע הגדול בשומרון ובבקעה,2024-08-28T04:20:35
"התחזית: ירידה קלה בטמפרטורות, הקלה בעומסי החום",2024-08-28T04:13:59
"צה""ל מאשר: 5 מחבלים חוסלו שלשום ב""חדר מבצעים"" ליד טול כרם",2024-08-28T03:42:32
"הותר לפרסום: סמ״ר עמית פרידמן, לוחם בחטיבת הנח""ל, נפל בדרום רצועת עזה",2024-08-28T03:01:04
"דיווח: כטב""מים אוקראיניים פגעו במכלי נפט בדרום-מערב רוסיה - והציתו אותם",2024-08-28T02:55:52
המבצע הגדול בשומרון ובבקעה: הפלסטינים מדווחים על 4 הרוגים נוספים,2024-08-28T01:48:32
"עזה: ""9 הרוגים בחאן יונס ו-4 בג'באליה כתוצאה מתקיפות צה""ל""",2024-08-28T00:57:46
דיווח: התקיפה בעומק לבנון כוונה למשאית שנשאה ציוד צבאי,2024-08-27T23:12:37
"צה""ל פתח במבצע גדול בשומרון ובבקעה, לפחות שני מחבלים חוסלו בג'נין",2024-08-27T22:15:10
"הפלסטינים: ""הרוג ו-3 פצועים מאש צה""ל בג'נין""",2024-08-27T21:40:21
"ארה""ב: אחרי פסיקת העליון - כתב אישום מתוקן נגד טראמפ בפרשת הקפיטול",2024-08-27T21:27:19
"דיווח בלבנון: ""תקיפה ישראלית"" בעומק המדינה - כ-115 ק""מ מהגבול",2024-08-27T20:47:35
"הבחירות בארה""ב: טראמפ והאריס יקיימו עימות ברשת ABC ב-10 בספטמבר",2024-08-27T20:13:17
אישה נפצעה קשה מפיצוץ רימון בדליית אל-כרמל,2024-08-27T19:49:53
חשד לרצח: גבר נורה למוות בירכא,2024-08-27T18:52:00
"רימון הושלך לעבר בית עסק ברמלה, אדם נפצע בינוני ו-5 קל",2024-08-27T18:46:58
"גבר נורה בבת ים, מצבו קשה",2024-08-27T18:32:26
"לוחם צה""ל נפצע קל מפגיעת הכטב""ם באזור בית הלל",2024-08-27T18:28:03
"היועמ""שית דוחה את הקפאת סבסוד מעונות היום לילדי אברכים חייבי גיוס עד נובמבר",2024-08-27T17:39:35
"החטוף פרחאן קאדי הוחזק לבד בתקופה שקדמה לחילוצו: ""סיפר על שבי אכזרי""",2024-08-27T17:32:23
"גלנט בירך את לוחמי שייטת 13: חילוץ החטוף מעזה הוא פרי מאמצים רבים, נמשיך כך",2024-08-27T16:47:37
"האזעקות בגליל: כטב""ם התפוצץ באזור בית הלל, קיים חשד לפגיעה ישירה",2024-08-27T16:41:59
"צה""ל: היה חשד שבסביבת המנהרה שבה חולץ פרחאן קאדי נמצאים חטופים",2024-08-27T16:30:17
אזעקות בקריית שמונה והסביבה,2024-08-27T16:28:15
"הרצוג שוחח עם פרחאן שחולץ מעזה, שתיאר: ""פתאום שמעתי עברית מחוץ לדלת, לא האמנתי""",2024-08-27T16:26:28
"נתניהו בירך את החטוף שחולץ, שהשיב: ""עשיתם עבודת קודש, יש עוד אנשים שמחכים""",2024-08-27T15:56:57
"ניו יורק טיימס: פרחאן אותר באופן ""מקרי"" במנהרה, בחדר בעומק כ-25 מטר",2024-08-27T15:55:02
"השר ארבל בירך על חילוצו של פרחאן: ""זו ישראל בשעתה היפה, אלו המעשים המשקפים את ערכיה""",2024-08-27T15:47:51
"משלחת תצא מחר לדוחא, במטרה לצמצם פערים במתווה עסקת החטופים",2024-08-27T15:38:45
"צה""ל: הודחה הקב""נית בחטיבת המילואים שהתבטאה נגד המח""ט והציונות הדתית",2024-08-27T15:29:21
"בנו של פרחאן קאדי: ""אבא בסדר, אני עדיין לא מאמין שהוא כאן""",2024-08-27T14:13:42
"קרובי משפחתו של פרחאן קאדי: ""הוא ירד הרבה במשקל, אבל עומד ומדבר לעניין""",2024-08-27T13:53:22
האזעקות באזור מירון - שווא,2024-08-27T13:38:51
"דובר צה""ל: ""לא נוכל לפרסם הכול על החילוץ - גם מפאת ביטחון חטופינו""",2024-08-27T13:23:12
נתניהו שוחח בטלפון עם פרחאן קאדי שחולץ משבי חמאס בעזה,2024-08-27T13:19:50
"השר כ""ץ בירך על חילוצו של פרחאן קאדי: מודה לגיבורים שפועלים עבור השבת אחינו""",2024-08-27T13:16:58
"ביה""ח סורוקה: ""מצבו הכללי של פרחאן טוב, הוא פגש בן משפחה בהתרגשות גדולה""",2024-08-27T13:15:05
"סמוטריץ' בירך על חילוצו של פרחאן קאדי: ""עם ישראל כולו ציפה לשובך""",2024-08-27T13:08:23
"החטוף פרחאן קאדי חולץ מתוך מנהרה בדרום הרצועה, שבה שהה לבד",2024-08-27T12:57:33
גלנט: פרחאן קאדי חולץ בפעולה נועזת ונחושה. אנו מחויבים להחזיר את החטופים,2024-08-27T12:45:14
"הרמטכ""ל על שחרור פרחאן: ""עושים הכול להציל את כל החטופים""",2024-08-27T12:43:48
"הרצוג בירך על חילוץ פרחאן קאדי מעזה: ""רגע משמח למדינה ולחברה הישראלית כולה""",2024-08-27T12:40:46
"אחיו של פרחאן שחולץ מעזה: ""שמחים לקבל את הבשורות האלה""",2024-08-27T12:35:15
"צה""ל הודיע: החטוף פרחאן קאדי מרהט חולץ בחיים מהרצועה",2024-08-27T12:24:08
דיווח בלבנון: ירי ארטילרי לדרום המדינה,2024-08-27T12:17:38
אזעקות באזור מירון,2024-08-27T12:15:21
"זלנסקי: ערכנו ניסוי מוצלח בטיל בליסטי, יכולים לייצר 2 מיליון כטב""מים בשנה",2024-08-27T12:14:49
"הוארך ב-10 ימים מעצרו של פליקס אצילדייב, שחשוד בניסיון רצח בת זוגו",2024-08-27T11:54:38
"זלנסקי יציג בפני ביידן, האריס וטראמפ תוכנית לסיום המלחמה עם רוסיה",2024-08-27T11:51:30
"החוקר של החשוד שתקף את בת זוגו: ""ניסיון רצח, היה אובססיבי כלפיה""",2024-08-27T11:46:48
"רוסיה: הדרישה של אוקראינה להעמיק תקיפותיה עם נשק מערבי - ""סחיטה""",2024-08-27T11:32:24
"מנהיג איראן חמינאי ""פתח את הדלתות"" לחידוש שיחות הגרעין עם ארה""ב",2024-08-27T11:11:07
"אופקים על אירוח טקס הזיכרון ל-7/10: ""מי ייתן ונזכה לימים מאוחדים""",2024-08-27T11:04:51
שר החוץ לשעבר של איראן יחזור לתפקיד סגן הנשיא לעניינים אסטרטגיים,2024-08-27T10:59:31
"משפחת האישה שנדקרה ע""י בן זוגה: ""מקומו הטבעי - מאחורי סורג ובריח""",2024-08-27T10:52:03
"דיווח: מפקד צבא לבנון הנחה על עצירת מתן היתרי טיסה לחו""ל",2024-08-27T10:45:41
"רמטכ""ל אוקראינה: הכוחות ממשיכים להתקדם בתוך רוסיה, המצב בדונייצק ""קשה""",2024-08-27T10:41:10
"יו""ר ארגון המורים נגד המתווה של קיש: ""שר חינוך כושל, הכל פייק ליח""צ""",2024-08-27T10:35:22
"שר העבודה בן צור דרש מהיועמ""שית ייצוג נפרד בבג""ץ ""המעונות""",2024-08-27T10:22:56
"רגב: ""הטקס הממלכתי של מדינת ישראל ואזרחיה"" יתקיים באופקים, אין בו שינויים",2024-08-27T10:14:45
"צה""ל: ""נבדקת הטענה על אזרח ישראלי שנורה אמש למוות ליד בית לחם""",2024-08-27T10:11:44
"השר קיש מציע לארגון המורים: תוספת 2,000 שקלים - והחזר רטרואקטיבי",2024-08-27T09:55:25
"גורם צבאי ישראלי: ""ישראל חזקה ויכולה לפתוח במתקפת מנע בכמה מדינות""",2024-08-27T09:51:14
"ראש ממשלת בריטניה סטארמר: ""התקציב הראשון שנעביר יהיה כואב""",2024-08-27T09:45:22
"הקב""נית של אלכסנדרוני זומנה לבירור אצל המח""ט שהאשימה שקרא לרצח עם",2024-08-27T09:39:46
"בכיר במודיעין הרוסי: ""אוקראינה לא תכננה לבדה את הפלישה לקורסק""",2024-08-27T09:31:41
"השרה רגב תכנס ""דיון חירום"" בנושא שינוי טקס הזיכרון ל-7/10",2024-08-27T09:25:58
"רוסיה על הדיווחים על חדירה אוקראינית לבלגורוד: ""המצב קשה, אבל בשליטה""",2024-08-27T09:23:03
"ראש לשכת עוה""ד: ""לוין מוביל את ישראל למשבר חוקתי חסר תקדים""",2024-08-27T08:52:15
"החשוד בדקירת בת זוגו נלכד בתום מצוד ממושך, אחרי שאושפזה תחת אבטחה",2024-08-27T08:41:36
"אורן סמדג'ה על הקב""נית של החטיבה שבה בנו שירת: ""לא יודע מה עבר עליה""",2024-08-27T08:35:02
משרד הבריאות בעזה: 41 נהרגו ו-113 נפצעו ברצועה ביממה האחרונה,2024-08-27T08:28:52
בעקבות התאונה הקטלנית: כביש 71 נחסם לתנועה בשני הכיוונים ליד נווה איתן,2024-08-27T08:23:30
