Headline,Sentiment
חמאס איים בהסלמה נוספת באזור עזה,Negative
חשש להתקפה נוספת באזור חברון,Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים בתל אביב: נזק נגרם,Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
פיגוע ירי בתל אביב: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל בתל אביב: נפגעים בקרב הכוחות",Negative
עימותים אלימים בין מתנחלים לפלסטינים ביהודה ושומרון,Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
פיגוע ירי בשכם: מספר הרוגים ופצועים,Negative
תושבי יהודה ושומרון מתבקשים להישאר במקלטים בשל איום טילים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בתל אביב,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בירושלים",Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
פיגוע דקירה בחברון: מספר נפגעים,Negative
"נתניהו: ""זיהינו היערכות של חיזבאללה לתקיפה, והנחינו על הסרת האיום""",Negative
תקיפת כוחות הביטחון באילת: מספר פצועים,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
פיגוע דקירה בבאר שבע: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
עימותים אלימים בין מתנחלים לפלסטינים באילת,Negative
חשש להתקפה נוספת באזור תל אביב,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בחברון: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים ברמאללה: נזק נגרם,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
פיגוע דקירה בעוטף עזה: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בירושלים,Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
תקיפת כוחות הביטחון בעזה: מספר פצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בבאר שבע,Negative
חשש להתקפה נוספת באזור שכם,Negative
תושבי אילת מתבקשים להישאר במקלטים בשל איום טילים,Negative
חשש להתקפה נוספת באזור רמאללה,Negative
גורם ישראלי: מטרת התקיפה בתימן - גביית מחיר מהחות'ים. אם הם ימשיכו - זה יתגבר,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
תושבי באר שבע מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע ירי בתל אביב: מספר הרוגים ופצועים,Negative
דיווחים בלבנון: תקיפה נוספת בדאחייה,Negative
"מנכ""ל מד""א: 8 נרצחים בפיגוע ביפו",Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בתל אביב: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור שכם,Negative
"כוחות צה""ל הותקפו על ידי חמושים ברמאללה",Negative
עימותים אלימים בין מתנחלים לפלסטינים בעוטף עזה,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
חשש להתקפה נוספת באזור חברון,Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
פקיסטן: לפחות 39 הרוגים בתקיפת מורדים בדרום מערב המדינה,Negative
פיגוע דקירה ביהודה ושומרון: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בבאר שבע,Negative
"השר כ""ץ פרסם תמונה של חמינאי כתמנון: ""איראן מקימה חזית טרור מול ישראל""",Negative
חשש להתקפה נוספת באזור עוטף עזה,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
"הירי לק""ש והסביבה: רקטות התפוצצו בשטחים פתוחים, אין נפגעים",Negative
פיגוע ירי בעוטף עזה: מספר הרוגים ופצועים,Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
תקיפת כוחות הביטחון בתל אביב: מספר פצועים,Negative
פיגוע דקירה ברמאללה: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בבאר שבע,Negative
פיגוע ירי ברמאללה: מספר הרוגים ופצועים,Negative
פיגוע ירי בתל אביב: מספר הרוגים ופצועים,Negative
פיגוע דקירה ביהודה ושומרון: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בירושלים",Negative
חשש להתקפה נוספת באזור באר שבע,Negative
פיגוע ירי ברמאללה: מספר הרוגים ופצועים,Negative
פיגוע ירי ביהודה ושומרון: מספר הרוגים ופצועים,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
חמאס איים בהסלמה נוספת באזור יהודה ושומרון,Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
בלבנון מדווחים על תקיפה נוספת בדאחייה,Negative
ירי טילים לעבר יישובים בעוטף עזה: נזק נגרם,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים ביהודה ושומרון,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
עימותים אלימים בין מתנחלים לפלסטינים ברמאללה,Negative
פיגוע ירי בחברון: מספר הרוגים ופצועים,Negative
ירי טילים לעבר יישובים ברמאללה: נזק נגרם,Negative
ילדה וצעיר נפצעו בינוני מירי בג'סר א-זרקא,Negative
ירי טילים לעבר יישובים בחברון: נזק נגרם,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
תושבי אילת מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע ירי בירושלים: מספר הרוגים ופצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בחברון,Negative
חמאס איים בהסלמה נוספת באזור אילת,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעוטף עזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
ירי טילים לעבר יישובים ברמאללה: נזק נגרם,Negative
"כוחות צה""ל הותקפו על ידי חמושים בתל אביב",Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בירושלים: נפגעים בקרב הכוחות",Negative
תקיפת כוחות הביטחון ברמאללה: מספר פצועים,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעוטף עזה,Negative
עימותים אלימים בין מתנחלים לפלסטינים בחברון,Negative
חמאס איים בהסלמה נוספת באזור יהודה ושומרון,Negative
הפלסטינים: 3 הרוגים בתקיפה אווירית במרכז רצועת עזה,Negative
פיגוע דקירה ביהודה ושומרון: מספר נפגעים,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
"חיל האוויר תקף משגרים של חיזבאללה בלבנון, 40 שיגורים חצו במטח לגליל",Negative
תקיפת כוחות הביטחון בירושלים: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור ירושלים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בירושלים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
"מתקפה על מוצב צה""ל בחברון: נפגעים בקרב הכוחות",Negative
תושבי רמאללה מתבקשים להישאר במקלטים בשל איום טילים,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בחברון: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
"בכיר חמאס: ""התקשורת עם סינוואר חלקה, הוא מקבל החלטות על העסקה""",Negative
חמאס איים בהסלמה נוספת באזור רמאללה,Negative
"מתקפה על מוצב צה""ל בתל אביב: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
"כוחות צה""ל הותקפו על ידי חמושים בשכם",Negative
חשש להתקפה נוספת באזור עזה,Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
חשש להתקפה נוספת באזור באר שבע,Negative
ירי טילים לעבר יישובים בתל אביב: נזק נגרם,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור ירושלים,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
ירי טילים לעבר יישובים בעוטף עזה: נזק נגרם,Negative
תושבי ירושלים מתבקשים להישאר במקלטים בשל איום טילים,Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
עימותים אלימים בין מתנחלים לפלסטינים בירושלים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעוטף עזה,Negative
ירי טילים לעבר יישובים בעוטף עזה: נזק נגרם,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
חמאס איים בהסלמה נוספת באזור אילת,Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
חשש להתקפה נוספת באזור תל אביב,Negative
פיגוע ירי בירושלים: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל בחברון: נפגעים בקרב הכוחות",Negative
פיגוע דקירה באילת: מספר נפגעים,Negative
פיגוע דקירה בבאר שבע: מספר נפגעים,Negative
חמאס איים בהסלמה נוספת באזור שכם,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
תקיפת כוחות הביטחון בחברון: מספר פצועים,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
פיגוע דקירה ברמאללה: מספר נפגעים,Negative
חשש להתקפה נוספת באזור באר שבע,Negative
תקיפת כוחות הביטחון בבאר שבע: מספר פצועים,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
חמאס איים בהסלמה נוספת באזור אילת,Negative
"הרמטכ""ל בהערכת מצב: ""אסור לתת הפוגה לחיזבאללה, נאיץ פעולות התקפיות""",Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
פיגוע דקירה בעוטף עזה: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים ביהודה ושומרון,Negative
פיגוע ירי ברמאללה: מספר הרוגים ופצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים באילת,Negative
חשש להתקפה נוספת באזור עזה,Negative
תושבי שכם מתבקשים להישאר במקלטים בשל איום טילים,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בבאר שבע,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
חשש להתקפה נוספת באזור רמאללה,Negative
"כוחות צה""ל הותקפו על ידי חמושים בשכם",Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
פיגוע ירי באילת: מספר הרוגים ופצועים,Negative
פיגוע ירי בירושלים: מספר הרוגים ופצועים,Negative
"חמאס, אחרי האזעקה בראשון לציון: ""ירינו לאזור תל אביב""",Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
תקיפת כוחות הביטחון ברמאללה: מספר פצועים,Negative
חשש להתקפה נוספת באזור עזה,Negative
תושבי ירושלים מתבקשים להישאר במקלטים בשל איום טילים,Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
חשש להתקפה נוספת באזור אילת,Negative
חשש להתקפה נוספת באזור ירושלים,Negative
"מתקפה על מוצב צה""ל באילת: נפגעים בקרב הכוחות",Negative
פיגוע ירי ביהודה ושומרון: מספר הרוגים ופצועים,Negative
פיגוע ירי ביהודה ושומרון: מספר הרוגים ופצועים,Negative
פיגוע דקירה בעזה: מספר נפגעים,Negative
פיגוע ירי בשכם: מספר הרוגים ופצועים,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
תושבי באר שבע מתבקשים להישאר במקלטים בשל איום טילים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
ירי טילים לעבר יישובים בתל אביב: נזק נגרם,Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
ירי טילים לעבר יישובים ביהודה ושומרון: נזק נגרם,Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
"מתקפה על מוצב צה""ל בירושלים: נפגעים בקרב הכוחות",Negative
חשש להתקפה נוספת באזור ירושלים,Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
תושבי ירושלים מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
תושבי רמאללה מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
חמאס איים בהסלמה נוספת באזור באר שבע,Negative
עימותים אלימים בין מתנחלים לפלסטינים בתל אביב,Negative
"מתקפה על מוצב צה""ל בתל אביב: נפגעים בקרב הכוחות",Negative
פיגוע דקירה בחברון: מספר נפגעים,Negative
פיגוע ירי בתל אביב: מספר הרוגים ופצועים,Negative
פיגוע ירי בחברון: מספר הרוגים ופצועים,Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
"מתקפה על מוצב צה""ל בחברון: נפגעים בקרב הכוחות",Negative
תושבי עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בתל אביב: נזק נגרם,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
פיגוע ירי בחברון: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור שכם,Negative
חמאס איים בהסלמה נוספת באזור באר שבע,Negative
חמאס איים בהסלמה נוספת באזור תל אביב,Negative
חשש להתקפה נוספת באזור עוטף עזה,Negative
תושבי יהודה ושומרון מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים ביהודה ושומרון: נזק נגרם,Negative
פיגוע ירי ברמאללה: מספר הרוגים ופצועים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בבאר שבע,Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור רמאללה,Negative
חמאס איים בהסלמה נוספת באזור תל אביב,Negative
חמאס איים בהסלמה נוספת באזור שכם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
פיגוע דקירה באילת: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל באילת: נפגעים בקרב הכוחות",Negative
פיגוע דקירה בעזה: מספר נפגעים,Negative
"דיווח סעודי: האשם ספי א-דין נבחר למזכ""ל חיזבאללה",Negative
"כוחות צה""ל הותקפו על ידי חמושים בירושלים",Negative
חשש להתקפה נוספת באזור עוטף עזה,Negative
תקיפת כוחות הביטחון בחברון: מספר פצועים,Negative
ירי טילים לעבר יישובים בתל אביב: נזק נגרם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
עימותים אלימים בין מתנחלים לפלסטינים ביהודה ושומרון,Negative
חמאס איים בהסלמה נוספת באזור באר שבע,Negative
תושבי עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
חיזבאללה לקח אחריות על המטחים לצפון,Negative
"כוחות צה""ל הותקפו על ידי חמושים באילת",Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
תקיפת כוחות הביטחון באילת: מספר פצועים,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל בחברון: נפגעים בקרב הכוחות",Negative
תקיפת כוחות הביטחון בירושלים: מספר פצועים,Negative
ירי טילים לעבר יישובים בעזה: נזק נגרם,Negative
פיגוע דקירה בחברון: מספר נפגעים,Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
ירי טילים לעבר יישובים בחברון: נזק נגרם,Negative
פיגוע ירי בעוטף עזה: מספר הרוגים ופצועים,Negative
תושבי תל אביב מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע דקירה באילת: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעוטף עזה",Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
פיגוע דקירה בעוטף עזה: מספר נפגעים,Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים ביהודה ושומרון,Negative
פיגוע דקירה בעוטף עזה: מספר נפגעים,Negative
פיגוע דקירה בעוטף עזה: מספר נפגעים,Negative
תושבי ירושלים מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע דקירה בחברון: מספר נפגעים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
פיגוע דקירה ביהודה ושומרון: מספר נפגעים,Negative
חשש להתקפה נוספת באזור ירושלים,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
תושבי תל אביב מתבקשים להישאר במקלטים בשל איום טילים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
"מתקפה על מוצב צה""ל בתל אביב: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור יהודה ושומרון,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל ביהודה ושומרון: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור שכם,Negative
פיגוע ירי בבאר שבע: מספר הרוגים ופצועים,Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
תושבי ירושלים מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע ירי בירושלים: מספר הרוגים ופצועים,Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
פיגוע דקירה בשכם: מספר נפגעים,Negative
דיווח: התקיפה בעומק לבנון כוונה למשאית שנשאה ציוד צבאי,Negative
פיגוע ירי ביהודה ושומרון: מספר הרוגים ופצועים,Negative
פיגוע ירי בתל אביב: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
תושבי עוטף עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
תושבי אילת מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
עימותים אלימים בין מתנחלים לפלסטינים בבאר שבע,Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
תקיפת כוחות הביטחון ביהודה ושומרון: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור שכם,Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
תקיפת כוחות הביטחון בעזה: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור ירושלים,Negative
ירי טילים לעבר יישובים בבאר שבע: נזק נגרם,Negative
ירי טילים לעבר יישובים בשכם: נזק נגרם,Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
משרד הבריאות הלבנוני: לפחות 9 נהרגו ו-300 נפצעו בפיצוץ מכשירי הקשר,Negative
חשש להתקפה נוספת באזור חברון,Negative
פיגוע דקירה בעזה: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בשכם",Negative
חשש להתקפה נוספת באזור ירושלים,Negative
"השם למבצע ההתקפי מול חיזבאללה: ""חיצי הצפון""",Negative
חמאס איים בהסלמה נוספת באזור שכם,Negative
"פגיעה ישירה במבנה בקריית שמונה, הושגה שליטה על השריפה ביער ביריה",Negative
"כוחות צה""ל הותקפו על ידי חמושים בבאר שבע",Negative
תקיפת כוחות הביטחון בתל אביב: מספר פצועים,Negative
חשש להתקפה נוספת באזור אילת,Negative
חשש להתקפה נוספת באזור תל אביב,Negative
מכת המנע נגד חיזבאללה: בלבנון דיווחו על יותר מ-40 תקיפות,Negative
חשש להתקפה נוספת באזור תל אביב,Negative
חשש להתקפה נוספת באזור עוטף עזה,Negative
פיגוע דקירה בבאר שבע: מספר נפגעים,Negative
"מתקפה על מוצב צה""ל בבאר שבע: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בחברון: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
חמאס איים בהסלמה נוספת באזור באר שבע,Negative
עימותים אלימים בין מתנחלים לפלסטינים באילת,Negative
תושבי ירושלים מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע ירי בתל אביב: מספר הרוגים ופצועים,Negative
חמאס איים בהסלמה נוספת באזור רמאללה,Negative
"מתקפה על מוצב צה""ל בשכם: נפגעים בקרב הכוחות",Negative
תקיפת כוחות הביטחון בחברון: מספר פצועים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
פיגוע דקירה ביהודה ושומרון: מספר נפגעים,Negative
תקיפת כוחות הביטחון בשכם: מספר פצועים,Negative
"כוחות צה""ל הותקפו על ידי חמושים ברמאללה",Negative
ירי טילים לעבר יישובים באילת: נזק נגרם,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
חשש להתקפה נוספת באזור עוטף עזה,Negative
תקיפת כוחות הביטחון בשכם: מספר פצועים,Negative
חשש להתקפה נוספת באזור שכם,Negative
חמאס איים בהסלמה נוספת באזור עוטף עזה,Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
חשש להתקפה נוספת באזור חברון,Negative
ירי טילים לעבר יישובים בבאר שבע: נזק נגרם,Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
חשש להתקפה נוספת באזור תל אביב,Negative
חשש להתקפה נוספת באזור תל אביב,Negative
פיגוע ירי ביהודה ושומרון: מספר הרוגים ופצועים,Negative
תושבי באר שבע מתבקשים להישאר במקלטים בשל איום טילים,Negative
עימותים אלימים בין מתנחלים לפלסטינים בשכם,Negative
פיגוע ירי בעזה: מספר הרוגים ופצועים,Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
תושבי אילת מתבקשים להישאר במקלטים בשל איום טילים,Negative
חמאס איים בהסלמה נוספת באזור אילת,Negative
פיגוע דקירה בירושלים: מספר נפגעים,Negative
עקב הרחבת טווח הירי: גם הלימודים ביקנעם עילית בוטלו,Negative
"כוחות צה""ל הותקפו על ידי חמושים בעזה",Negative
תושבי אילת מתבקשים להישאר במקלטים בשל איום טילים,Negative
ירי טילים לעבר יישובים ביהודה ושומרון: נזק נגרם,Negative
תקיפת כוחות הביטחון בתל אביב: מספר פצועים,Negative
חשש להתקפה נוספת באזור עזה,Negative
חמאס איים בהסלמה נוספת באזור אילת,Negative
פיגוע דקירה בעוטף עזה: מספר נפגעים,Negative
"דיווח ערבי: ""עלי כרכי חוסל בתקיפה בדאחייה""",Negative
עימותים אלימים בין מתנחלים לפלסטינים באילת,Negative
חשש להתקפה נוספת באזור ירושלים,Negative
חשש להתקפה נוספת באזור רמאללה,Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
פיגוע ירי בעוטף עזה: מספר הרוגים ופצועים,Negative
תקיפת כוחות הביטחון בעוטף עזה: מספר פצועים,Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
תושבי תל אביב מתבקשים להישאר במקלטים בשל איום טילים,Negative
תקיפת כוחות הביטחון בתל אביב: מספר פצועים,Negative
חשש להתקפה נוספת באזור יהודה ושומרון,Negative
פיגוע ירי בבאר שבע: מספר הרוגים ופצועים,Negative
פצועים בפיצוץ רכב ברמלה,Negative
תושבי עוטף עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
"מתקפה על מוצב צה""ל באילת: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל בעוטף עזה: נפגעים בקרב הכוחות",Negative
פיגוע ירי ביהודה ושומרון: מספר הרוגים ופצועים,Negative
חשש להתקפה נוספת באזור תל אביב,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
תקיפת כוחות הביטחון באילת: מספר פצועים,Negative
"כוחות צה""ל הותקפו על ידי חמושים ביהודה ושומרון",Negative
"מתקפה על מוצב צה""ל בירושלים: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל באילת: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בחברון",Negative
חשש להתקפה נוספת באזור רמאללה,Negative
"מתקפה על מוצב צה""ל בעזה: נפגעים בקרב הכוחות",Negative
"מתקפה על מוצב צה""ל באילת: נפגעים בקרב הכוחות",Negative
"כוחות צה""ל הותקפו על ידי חמושים בתל אביב",Negative
פיגוע ירי בשכם: מספר הרוגים ופצועים,Negative
פיגוע דקירה בבאר שבע: מספר נפגעים,Negative
תושבי חברון מתבקשים להישאר במקלטים בשל איום טילים,Negative
חמאס איים בהסלמה נוספת באזור עזה,Negative
תושבי עוטף עזה מתבקשים להישאר במקלטים בשל איום טילים,Negative
פיגוע דקירה בבאר שבע: מספר נפגעים,Negative
"כוחות צה""ל הותקפו על ידי חמושים בתל אביב",Negative
"ההתרעות בגליל: כטב""ם חיזבאללה התפוצץ באזור בית הלל, אין נפגעים",Negative
עימותים אלימים בין מתנחלים לפלסטינים בעזה,Negative
חמאס איים בהסלמה נוספת באזור ירושלים,Negative
פיגוע דקירה בתל אביב: מספר נפגעים,Negative
תקיפת כוחות הביטחון בעזה: מספר פצועים,Negative
ירי טילים לעבר יישובים בירושלים: נזק נגרם,Negative
"מתקפה על מוצב צה""ל ברמאללה: נפגעים בקרב הכוחות",Negative
חמאס איים בהסלמה נוספת באזור חברון,Negative
"כוחות צה""ל הותקפו על ידי חמושים בחברון",Negative
עימותים אלימים בין מתנחלים לפלסטינים בעוטף עזה,Negative
פיגוע ירי בשכם: מספר הרוגים ופצועים,Negative
חשש להתקפה נוספת באזור באר שבע,Negative
